category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Kaunokirjallisuus->Dekkarit,Dekkarit,"Missä on testamentti...",,"Missä on testamentti.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Rex Stout",,WSOY,,"1. p",1993,255,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,40,,published,yes,1,,no,833167,instock,simple,yes,Kaunokirjallisuus->Dekkarit,7,
"Tietokirjallisuus->Ajoneuvot ja liikenne","Ajoneuvot ja liikenne","Suomen moottorilehti 1937 [ Kustantajasidos 1-12 ]","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen moottoriurheilulehti 1937.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1937,,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,50,,published,yes,1,,no,833168,instock,simple,yes,"Tietokirjallisuus->Ajoneuvot ja liikenne",7,
"Harrastekirjallisuus->Maa- ja metsätalous","Maa- ja metsätalous","Uitto ja lauttaus sekä uittorakenteet","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Uitto ja lauttaus.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Arvi Oksala",,WSOY,,"1. p",1926,296,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833169,instock,simple,yes,"Harrastekirjallisuus->Maa- ja metsätalous",7,
Tietokirjallisuus->Tekniikka,Tekniikka,Puhelinkäsikirja,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",Puhelinkäsikirja.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Jauhiainen & Seppola",,"Suomen Puhelinlaitosten Liitto",,"1. p",1929,385,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833170,instock,simple,yes,Tietokirjallisuus->Tekniikka,7,
"Tietokirjallisuus->Ajoneuvot ja liikenne","Ajoneuvot ja liikenne",Automobiilioppi,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.",Automobiilioppi.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Y. Talvitie",,WSOY,,"3. p",1926,267,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833171,instock,simple,yes,"Tietokirjallisuus->Ajoneuvot ja liikenne",7,
"Tietokirjallisuus->Ajoneuvot ja liikenne","Ajoneuvot ja liikenne","Automobiilin polttoaineet ja kaasuttajat","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Automobiilin polttoaineet ja kaasuttajat.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Y. Talvitie",,WSOY,,"1. p",1930,261,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833172,instock,simple,yes,"Tietokirjallisuus->Ajoneuvot ja liikenne",7,
"Tietokirjallisuus->Ajoneuvot ja liikenne","Ajoneuvot ja liikenne","Suomen autokalenteri 1926","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen autokalenteri 1926.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1926,187,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833173,instock,simple,yes,"Tietokirjallisuus->Ajoneuvot ja liikenne",7,
"Tietokirjallisuus->Ajoneuvot ja liikenne","Ajoneuvot ja liikenne","Suomen autokalenteri 1927","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen autokalenteri 1927.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1927,277,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833174,instock,simple,yes,"Tietokirjallisuus->Ajoneuvot ja liikenne",7,
"Tietokirjallisuus->Ajoneuvot ja liikenne","Ajoneuvot ja liikenne","Suomen autokalenteri 1928","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut kappaleet saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen autokalenteri 1928.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1928,331+liitteet,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833175,instock,simple,yes,"Tietokirjallisuus->Ajoneuvot ja liikenne",7,
"Tietokirjallisuus->Ajoneuvot ja liikenne","Ajoneuvot ja liikenne","Suomen autokalenteri 1929",,"Suomen autokalenteri 1929.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1929,259+liite,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833176,instock,simple,yes,"Tietokirjallisuus->Ajoneuvot ja liikenne",7,
