category,skip,post_title,post_content,featured_image,attributes,pa_tekija,pa_sarja,pa_kustantaja,pa_painopaikka,pa_painos,pa_painovuosi,pa_sivumaara,pa_sidosasu,pa_kieli,pa_kuntoluokka,pa_identifiointinumero,pa_varastopaikka,pa_hylly,regular_price,tags,post_status,manage_stock,stock,weight,featured,sku,stock_status,product_type,sold_individually,tax_class,post_author,product_gallery
Tietokirjallisuus->Paikallishistoria,Paikallishistoria,"Orisbergin ruukki ja maatila 1920-1930","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Orisbergin ruukki ja maatila.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Niilo Liakka",,WSOY,,"1. p",1931,52,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833465,instock,simple,yes,Tietokirjallisuus->Paikallishistoria,7,
Harrastekirjallisuus->Käsityöt,Käsityöt,"Sukkulapitsitöitä (Frivoliteettitöitä) - Suomalainen sovitelma","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Sukkulapitsitöitä.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Emmy Liebert",,Kirja,,"1. p",1923,54,"Nidottu kuvakannella",Suomi,"Kulunut käytetty",,,,15,,published,yes,1,,no,833466,instock,simple,yes,Harrastekirjallisuus->Käsityöt,7,
Harrastekirjallisuus->Taide,Taide,"Perspektiiviopin alkeet","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Perspektiivin alkeet.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"E.R. Levanto",,Kirja,,"1. p",1916,50,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833467,instock,simple,yes,Harrastekirjallisuus->Taide,7,
Tietokirjallisuus->Uskontotiede,Uskontotiede,"Piplian historian opettaminen - Lasten vanhemmille ja opettajille neuvoksi ja kehoitukseksi","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Piplian historian opettaminen.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"A.W. Lyra",,WSOY,,"1. p",1894,56,"Nidottu kuvakannella",Suomi,"Normaali käytetty",,,,12,,published,yes,1,,no,833468,instock,simple,yes,Tietokirjallisuus->Uskontotiede,7,
Harrastekirjallisuus->Musiikki,Musiikki,"Tvåstämmiga sånger Till skolans tjenst / Kaksiäänisiä lauluja Koulujen tarpeeksi [ 30 kaksiäänistä laulua koulujen tarpeeksi ]","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Kaksiäänisiä lauluja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"G. Linsen",,WSOY,,"2. p",1890,28,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,25,,published,yes,1,,no,833469,instock,simple,yes,Harrastekirjallisuus->Musiikki,7,
Tietokirjallisuus->Tekniikka,Tekniikka,"Rikospoliisi - Rikosselvittely. Toimintatavat. Apuneuvot.","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Rikospoliisi.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"R. von Schultz",,WSOY,,"1. p",1932,156,Sidottu,Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833470,instock,simple,yes,Tietokirjallisuus->Tekniikka,7,
Tietokirjallisuus->Tekniikka,Tekniikka,Kaarrekirja,"Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.",Kaarrekirja.jpg,tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Arvo Lönnroth",,WSOY,,"2. p",1947,187,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,15,,published,yes,1,,no,833471,instock,simple,yes,Tietokirjallisuus->Tekniikka,7,
Tietokirjallisuus->Sotahistoria,Sotahistoria,"Lääkintäaliupseerin oppikirja","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Lääkintäaliupseerin oppikirja.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,"Puolustusministeriön lääkintätoimisto",,WSOY,,"4. p",1928,211,"Sidottu kuvakannella",Suomi,"Normaali käytetty",,,,20,,published,yes,1,,no,833472,instock,simple,yes,Tietokirjallisuus->Sotahistoria,7,
"Tietokirjallisuus->Ajoneuvot ja liikenne","Ajoneuvot ja liikenne","Suomen moottorilehti 1933 [ Kustantajasidos 1-12 ]","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen moottorilehti 1933.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1933,,"Puoliranskalainen sidos",Suomi,"Normaali käytetty",,,,50,,published,yes,1,,no,833473,instock,simple,yes,"Tietokirjallisuus->Ajoneuvot ja liikenne",7,
"Tietokirjallisuus->Ajoneuvot ja liikenne","Ajoneuvot ja liikenne","Suomen moottorilehti 1934 [ Kustantajasidos 1-12 ]","Huomaathan, että WSOY:n arkistokappaleissa saattaa olla leima tai lyijykynämerkintä arkistopaikasta. Nidotut, vanhat teokset saattavat olla lukemattomia, eli aukileikkaamattomia.","Suomen moottorilehti 1934.jpg",tekija|sarja|kustantaja|painopaikka|painos|painovuosi|sivumaara|sidosasu|kieli|kuntoluokka|identifiointinumero|varastopaikka|hylly,,,WSOY,,"1. p",1934,,"Puoliranskalainen sidos",Suomi,"Normaali käytetty",,,,50,,published,yes,1,,no,833474,instock,simple,yes,"Tietokirjallisuus->Ajoneuvot ja liikenne",7,
